Source,Target,Type
"family:Microstomidae","modality:Mechanoreception","HAS_SENSE"
"family:Microstomidae","modality:Chemoreception","HAS_SENSE"
"family:Caprellidae","order:Amphipoda","MEMBER_OF"
"family:Caprellidae","modality:Chemoreception","HAS_SENSE"
"family:Caprellidae","modality:Mechanoreception","HAS_SENSE"
"family:Liparidae","order:Scorpaeniformes","MEMBER_OF"
"family:Liparidae","modality:Photoreception","HAS_SENSE"
"family:Liparidae","modality:Mechanoreception","HAS_SENSE"
"family:Liparidae","modality:Chemoreception","HAS_SENSE"
"family:Limifossoridae","order:Chaetodermatida","MEMBER_OF"
"family:Merulinidae","order:Scleractinia","MEMBER_OF"
"family:Merulinidae","modality:Chemoreception","HAS_SENSE"
"family:Merulinidae","modality:Mechanoreception","HAS_SENSE"
"family:Yoldiidae","order:Nuculanida","MEMBER_OF"
"family:Yoldiidae","modality:Mechanoreception","HAS_SENSE"
"family:Yoldiidae","modality:Chemoreception","HAS_SENSE"
"family:Atollidae","order:Coronatae","MEMBER_OF"
"family:Atollidae","modality:Photoreception","HAS_SENSE"
"family:Atollidae","modality:Mechanoreception","HAS_SENSE"
"family:Atollidae","modality:bioluminescence","HAS_SENSE"
"family:Spinavaculidae","order:Multivalvulida","MEMBER_OF"
"family:Moridae","order:Unknown","MEMBER_OF"
"family:Moridae","modality:Photoreception","HAS_SENSE"
"family:Moridae","modality:Mechanoreception","HAS_SENSE"
"family:Moridae","modality:Chemoreception","HAS_SENSE"
"family:Gelyellidae","order:Gelyelloida","MEMBER_OF"
"family:Gelyellidae","modality:Mechanoreception","HAS_SENSE"
"family:Gelyellidae","modality:Chemoreception","HAS_SENSE"
"family:Hypsibiidae","order:Eutardigrada","MEMBER_OF"
"family:Hypsibiidae","modality:Mechanoreception","HAS_SENSE"
"family:Hypsibiidae","modality:Chemoreception","HAS_SENSE"
"family:Akeridae","order:Opisthobranchia","MEMBER_OF"
"family:Akeridae","modality:Chemoreception","HAS_SENSE"
"family:Akeridae","modality:Mechanoreception","HAS_SENSE"
"family:Pyuridae","order:Unknown","MEMBER_OF"
"family:Pyuridae","modality:Chemoreception","HAS_SENSE"
"family:Pyuridae","modality:Mechanoreception","HAS_SENSE"
"family:Onychognathiidae","order:Bursovaginoidea","MEMBER_OF"
"family:Spongillidae","order:Unknown","MEMBER_OF"
"family:Spongillidae","modality:Mechanoreception","HAS_SENSE"
"family:Spongillidae","modality:Chemoreception","HAS_SENSE"
"family:Styraconyxidae","order:Unknown","MEMBER_OF"
"family:Orthophlebiidae","order:Mecoptera","MEMBER_OF"
"family:Fringillidae","order:Passeriformes","MEMBER_OF"
"family:Fringillidae","modality:Photoreception","HAS_SENSE"
"family:Fringillidae","modality:Mechanoreception","HAS_SENSE"
"family:Fringillidae","modality:Chemoreception","HAS_SENSE"
"family:Paranebaliidae","order:Leptostraca","MEMBER_OF"
"family:Paranebaliidae","modality:Mechanoreception","HAS_SENSE"
"family:Paranebaliidae","modality:Chemoreception","HAS_SENSE"
"family:Diphyllobothriidae","order:Cestoda","MEMBER_OF"
"family:Diphyllobothriidae","modality:Chemoreception","HAS_SENSE"
"family:Diphyllobothriidae","modality:Mechanoreception","HAS_SENSE"
"family:Diphyllobothriidae","modality:Photoreception","HAS_SENSE"
"family:Haliotidae","order:Not provided in context","MEMBER_OF"
"family:Pharidae","order:Adapedonta","MEMBER_OF"
"family:Pharidae","modality:Mechanoreception","HAS_SENSE"
"family:Pharidae","modality:Chemoreception","HAS_SENSE"
"family:Blaniulidae","order:Julida","MEMBER_OF"
"family:Blaniulidae","modality:Photoreception","HAS_SENSE"
"family:Blaniulidae","modality:Chemoreception","HAS_SENSE"
"family:Whiteiidae","order:Coelacanthiformes","MEMBER_OF"
"family:Seguenziidae","order:Unknown","MEMBER_OF"
"family:Seguenziidae","modality:Chemoreception","HAS_SENSE"
"family:Seguenziidae","modality:Mechanoreception","HAS_SENSE"
"family:Pristidae","order:Rajiformes","MEMBER_OF"
"family:Pristidae","modality:Electroreception","HAS_SENSE"
"family:Pristidae","modality:Mechanoreception","HAS_SENSE"
"family:Pristidae","modality:Photoreception","HAS_SENSE"
"family:Pristidae","modality:Chemoreception","HAS_SENSE"
"family:Xyalidae","order:Monhysterida","MEMBER_OF"
"family:Xyalidae","modality:Chemoreception","HAS_SENSE"
"family:Xyalidae","modality:Mechanoreception","HAS_SENSE"
"family:Xyalidae","modality:Photoreception","HAS_SENSE"
"family:Hypopomidae","order:Gymnotiformes","MEMBER_OF"
"family:Hypopomidae","modality:Electroreception","HAS_SENSE"
"family:Hypopomidae","modality:Mechanoreception","HAS_SENSE"
"family:Hypopomidae","modality:Chemoreception","HAS_SENSE"
"family:Rossellidae","order:Lyssacinosa","MEMBER_OF"
"family:Rossellidae","modality:Photoreception","HAS_SENSE"
"family:Rathouisiidae","order:Pulmonata","MEMBER_OF"
"family:Rathouisiidae","modality:Chemoreception","HAS_SENSE"
"family:Rathouisiidae","modality:Mechanoreception","HAS_SENSE"
"family:Cervidae","order:Artiodactyla","MEMBER_OF"
"family:Cervidae","modality:Photoreception","HAS_SENSE"
"family:Cervidae","modality:Mechanoreception","HAS_SENSE"
"family:Cervidae","modality:Chemoreception","HAS_SENSE"
"family:Cricetidae","order:Rodentia","MEMBER_OF"
"family:Cricetidae","modality:Photoreception","HAS_SENSE"
"family:Cricetidae","modality:Chemoreception","HAS_SENSE"
"family:Cricetidae","modality:Mechanoreception","HAS_SENSE"
"family:Aplysinidae","order:Verongiida","MEMBER_OF"
"family:Aplysinidae","modality:Chemoreception","HAS_SENSE"
"family:Aplysinidae","modality:Mechanoreception","HAS_SENSE"
"family:Glomeridellidae","order:Glomerida","MEMBER_OF"
"family:Glomeridellidae","modality:Chemoreception","HAS_SENSE"
"family:Glomeridellidae","modality:Mechanoreception","HAS_SENSE"
"family:Euphrosinidae","order:Unknown","MEMBER_OF"
"family:Euphrosinidae","modality:Chemoreception","HAS_SENSE"
"family:Euphrosinidae","modality:Mechanoreception","HAS_SENSE"
"family:Nyctitheriidae","order:Eulipotyphla","MEMBER_OF"
"family:Nyctitheriidae","modality:Chemoreception","HAS_SENSE"
"family:Nyctitheriidae","modality:Mechanoreception","HAS_SENSE"
"family:Onychiuridae","order:Collembola","MEMBER_OF"
"family:Onychiuridae","modality:Chemoreception","HAS_SENSE"
"family:Onychiuridae","modality:Mechanoreception","HAS_SENSE"
"family:Orycteropodidae","order:Tubulidentata","MEMBER_OF"
"family:Orycteropodidae","modality:Chemoreception","HAS_SENSE"
"family:Orycteropodidae","modality:Mechanoreception","HAS_SENSE"
"family:Squatinidae","order:Squatiniformes","MEMBER_OF"
"family:Squatinidae","modality:Photoreception","HAS_SENSE"
"family:Squatinidae","modality:Mechanoreception","HAS_SENSE"
"family:Squatinidae","modality:Electroreception","HAS_SENSE"
"family:Squatinidae","modality:Chemoreception","HAS_SENSE"
"family:Spongiidae","order:Dictyoceratida","MEMBER_OF"
"family:Spongiidae","modality:Photoreception","HAS_SENSE"
"family:Diplostomidae","order:Diplostomida","MEMBER_OF"
"family:Trombiculidae","order:Prostigmata (implied)","MEMBER_OF"
"family:Trombiculidae","modality:Chemoreception","HAS_SENSE"
"family:Trombiculidae","modality:Mechanoreception","HAS_SENSE"
"family:Trombiculidae","modality:hygroreception","HAS_SENSE"
"family:Actiniidae","order:Actiniaria","MEMBER_OF"
"family:Actiniidae","modality:Mechanoreception","HAS_SENSE"
"family:Actiniidae","modality:Chemoreception","HAS_SENSE"
"family:Echiuridae","order:Echiurida","MEMBER_OF"
"family:Echiuridae","modality:Mechanoreception","HAS_SENSE"
"family:Echiuridae","modality:Chemoreception","HAS_SENSE"
"family:Antedonidae","order:Comatulida","MEMBER_OF"
"family:Antedonidae","modality:Mechanoreception","HAS_SENSE"
"family:Antedonidae","modality:Chemoreception","HAS_SENSE"
"family:Psychropotidae","order:Unknown","MEMBER_OF"
"family:Psychropotidae","modality:Mechanoreception","HAS_SENSE"
"family:Psychropotidae","modality:Chemoreception","HAS_SENSE"
"family:Cyrenidae","order:Venerida","MEMBER_OF"
"family:Cyrenidae","modality:Mechanoreception","HAS_SENSE"
"family:Cyrenidae","modality:Chemoreception","HAS_SENSE"
"family:Clypeasteridae","order:Clypeasteroida","MEMBER_OF"
"family:Clypeasteridae","modality:Mechanoreception","HAS_SENSE"
"family:Clypeasteridae","modality:Chemoreception","HAS_SENSE"
"family:Gastrochaenidae","order:Gastrochaenida","MEMBER_OF"
"family:Gastrochaenidae","modality:Mechanoreception","HAS_SENSE"
"family:Gastrochaenidae","modality:Chemoreception","HAS_SENSE"
"family:Phyllophoridae","order:Unknown","MEMBER_OF"
"family:Phyllophoridae","modality:Mechanoreception","HAS_SENSE"
"family:Phyllophoridae","modality:Chemoreception","HAS_SENSE"
"family:Isotomidae","order:Entomobryomorpha","MEMBER_OF"
"family:Isotomidae","modality:Mechanoreception","HAS_SENSE"
"family:Isotomidae","modality:Chemoreception","HAS_SENSE"
"family:Antennariidae","order:Lophiiformes","MEMBER_OF"
"family:Antennariidae","modality:Photoreception","HAS_SENSE"
"family:Antennariidae","modality:Mechanoreception","HAS_SENSE"
"family:Antennariidae","modality:Chemoreception","HAS_SENSE"
"family:Rhabditidae","order:Unknown","MEMBER_OF"
"family:Rhabditidae","modality:Chemoreception","HAS_SENSE"
"family:Rhabditidae","modality:Mechanoreception","HAS_SENSE"
"family:Pleurobranchaeidae","order:Pleurobranchomorpha","MEMBER_OF"
"family:Pleurobranchaeidae","modality:Chemoreception","HAS_SENSE"
"family:Pyrirhynchidae","order:Heteramorphida","MEMBER_OF"
"family:Pyrirhynchidae","modality:Mechanoreception","HAS_SENSE"
"family:Pyrirhynchidae","modality:Chemoreception","HAS_SENSE"
"family:Pyrirhynchidae","modality:Photoreception","HAS_SENSE"
"family:Tainoceratidae","order:Nautilida","MEMBER_OF"
"family:Rheidae","order:Unknown","MEMBER_OF"
"family:Rheidae","modality:Photoreception","HAS_SENSE"
"family:Rheidae","modality:Mechanoreception","HAS_SENSE"
"family:Actinocyclidae","order:Nudibranchia","MEMBER_OF"
"family:Actinocyclidae","modality:Chemoreception","HAS_SENSE"
"family:Actinocyclidae","modality:Mechanoreception","HAS_SENSE"
"family:Tetillidae","order:Unknown","MEMBER_OF"
"family:Tetillidae","modality:Mechanoreception","HAS_SENSE"
"family:Tetillidae","modality:Chemoreception","HAS_SENSE"
"family:Geinitziidae","order:Grylloblattida / Reculida","MEMBER_OF"
"family:Geinitziidae","modality:Photoreception","HAS_SENSE"
"family:Geinitziidae","modality:Mechanoreception","HAS_SENSE"
"family:Geinitziidae","modality:Chemoreception","HAS_SENSE"
"family:Bathysciadiidae","order:Unknown","MEMBER_OF"
"family:Bathysciadiidae","modality:Chemoreception","HAS_SENSE"
"family:Bathysciadiidae","modality:Mechanoreception","HAS_SENSE"
"family:Polyplacotomidae","order:Unknown","MEMBER_OF"
"family:Polyplacotomidae","modality:Chemoreception","HAS_SENSE"
"family:Polyplacotomidae","modality:Mechanoreception","HAS_SENSE"
"family:Terebratulidae","order:Unknown","MEMBER_OF"
"family:Luidiidae","order:Unknown","MEMBER_OF"
"family:Hyalonematidae","order:Amphidiscosida","MEMBER_OF"
"family:Hyalonematidae","modality:Mechanoreception","HAS_SENSE"
"family:Hyalonematidae","modality:Chemoreception","HAS_SENSE"
"family:Amphoriscidae","order:Leucosolenida","MEMBER_OF"
"family:Meinertellidae","order:Archaeognatha","MEMBER_OF"
"family:Meinertellidae","modality:Photoreception","HAS_SENSE"
"family:Meinertellidae","modality:Mechanoreception","HAS_SENSE"
"family:Meinertellidae","modality:hygroreception","HAS_SENSE"
"family:Meinertellidae","modality:Chemoreception","HAS_SENSE"
"family:Lampeidae","order:Cydippida","MEMBER_OF"
"family:Lampeidae","modality:Mechanoreception","HAS_SENSE"
"family:Lampeidae","modality:Chemoreception","HAS_SENSE"
"family:Synodontidae","order:Aulopiformes","MEMBER_OF"
"family:Synodontidae","modality:Photoreception","HAS_SENSE"
"family:Synodontidae","modality:Mechanoreception","HAS_SENSE"
"family:Synodontidae","modality:Chemoreception","HAS_SENSE"
"family:Acroporidae","order:Scleractinia","MEMBER_OF"
"family:Acroporidae","modality:Mechanoreception","HAS_SENSE"
"family:Acroporidae","modality:Chemoreception","HAS_SENSE"
"family:Acroporidae","modality:Photoreception","HAS_SENSE"
"family:Meyliidae","order:Desmoscolecida","MEMBER_OF"
"family:Meyliidae","modality:Chemoreception","HAS_SENSE"
"family:Meyliidae","modality:Mechanoreception","HAS_SENSE"
"family:Cathartidae","order:Not specified","MEMBER_OF"
"family:Cathartidae","modality:Photoreception","HAS_SENSE"
"family:Cathartidae","modality:Chemoreception","HAS_SENSE"
"family:Thalassocalycidae","order:Thalassocalycida","MEMBER_OF"
"family:Thalassocalycidae","modality:Mechanoreception","HAS_SENSE"
"family:Thalassocalycidae","modality:Chemoreception","HAS_SENSE"
"family:Scorpionidae","order:Scorpiones","MEMBER_OF"
"family:Scorpionidae","modality:Mechanoreception","HAS_SENSE"
"family:Scorpionidae","modality:Chemoreception","HAS_SENSE"
"family:Scorpionidae","modality:Photoreception","HAS_SENSE"
"family:Lernaeopodidae","order:Siphonostomatoida","MEMBER_OF"
"family:Lernaeopodidae","modality:Mechanoreception","HAS_SENSE"
"family:Lernaeopodidae","modality:Chemoreception","HAS_SENSE"
"family:Trigoniidae","order:Unknown","MEMBER_OF"
"family:Trigoniidae","modality:Mechanoreception","HAS_SENSE"
"family:Trigoniidae","modality:Chemoreception","HAS_SENSE"
"family:Heptageniidae","order:Ephemeroptera","MEMBER_OF"
"family:Heptageniidae","modality:Photoreception","HAS_SENSE"
"family:Heptageniidae","modality:Mechanoreception","HAS_SENSE"
"family:Heptageniidae","modality:Chemoreception","HAS_SENSE"
"family:Antipathidae","order:Antipatharia","MEMBER_OF"
"family:Antipathidae","modality:Chemoreception","HAS_SENSE"
"family:Antipathidae","modality:Mechanoreception","HAS_SENSE"
"family:Chanidae","order:Gonorhynchiformes","MEMBER_OF"
"family:Chanidae","modality:Photoreception","HAS_SENSE"
"family:Chanidae","modality:Mechanoreception","HAS_SENSE"
"family:Chanidae","modality:Chemoreception","HAS_SENSE"
"family:Scolopocryptopidae","order:Scolopendromorpha","MEMBER_OF"
"family:Scolopocryptopidae","modality:Photoreception","HAS_SENSE"
"family:Scolopocryptopidae","modality:Mechanoreception","HAS_SENSE"
"family:Scolopocryptopidae","modality:Chemoreception","HAS_SENSE"
"family:Nucinellidae","order:Solemyida","MEMBER_OF"
"family:Nucinellidae","modality:Mechanoreception","HAS_SENSE"
"family:Nucinellidae","modality:Chemoreception","HAS_SENSE"
"family:Craticulariidae","order:Sceptrulophora","MEMBER_OF"
"family:Craticulariidae","modality:Mechanoreception","HAS_SENSE"
"family:Craticulariidae","modality:Chemoreception","HAS_SENSE"
"family:Streptaxidae","order:Stylommatophora","MEMBER_OF"
"family:Streptaxidae","modality:Chemoreception","HAS_SENSE"
"family:Streptaxidae","modality:Mechanoreception","HAS_SENSE"
"family:Lycosidae","order:Araneae","MEMBER_OF"
"family:Lycosidae","modality:Photoreception","HAS_SENSE"
"family:Lycosidae","modality:Mechanoreception","HAS_SENSE"
"family:Pteroclidae","order:Pterocliformes","MEMBER_OF"
"family:Pteroclidae","modality:Photoreception","HAS_SENSE"
"family:Pteroclidae","modality:Mechanoreception","HAS_SENSE"
"family:Notopteridae","order:Osteoglossiformes","MEMBER_OF"
"family:Notopteridae","modality:Photoreception","HAS_SENSE"
"family:Notopteridae","modality:Mechanoreception","HAS_SENSE"
"family:Notopteridae","modality:Chemoreception","HAS_SENSE"
"family:Microcionidae","order:Unknown","MEMBER_OF"
"family:Microcionidae","modality:Mechanoreception","HAS_SENSE"
"family:Microcionidae","modality:Chemoreception","HAS_SENSE"
"family:Stygocarididae","order:Anaspidacea","MEMBER_OF"
"family:Stygocarididae","modality:Chemoreception","HAS_SENSE"
"family:Stygocarididae","modality:Mechanoreception","HAS_SENSE"
"family:Philomedidae","order:Myodocopida","MEMBER_OF"
"family:Desmoscolecidae","order:Desmoscolecida","MEMBER_OF"
"family:Caryophyllaeidae","order:Caryophyllidea","MEMBER_OF"
"family:Asteronychidae","order:Euryalida","MEMBER_OF"
"family:Asteronychidae","modality:Mechanoreception","HAS_SENSE"
"family:Asteronychidae","modality:Chemoreception","HAS_SENSE"
"family:Fimbriidae","order:Unknown","MEMBER_OF"
"family:Fimbriidae","modality:Mechanoreception","HAS_SENSE"
"family:Fimbriidae","modality:Chemoreception","HAS_SENSE"
"family:Fimbriidae","modality:Photoreception","HAS_SENSE"
"family:Galaxiidae","order:Unknown","MEMBER_OF"
"family:Galaxiidae","modality:Photoreception","HAS_SENSE"
"family:Galaxiidae","modality:Mechanoreception","HAS_SENSE"
"family:Galaxiidae","modality:Chemoreception","HAS_SENSE"
"family:Dolichomacrostomidae","order:Macrostomorpha","MEMBER_OF"
"family:Dolichomacrostomidae","modality:Chemoreception","HAS_SENSE"
"family:Dolichomacrostomidae","modality:Mechanoreception","HAS_SENSE"
"family:Pheronematidae","order:Amphidiscosida","MEMBER_OF"
"family:Pheronematidae","modality:Mechanoreception","HAS_SENSE"
"family:Pheronematidae","modality:Chemoreception","HAS_SENSE"
"family:Muraenidae","order:Unknown","MEMBER_OF"
"family:Muraenidae","modality:Photoreception","HAS_SENSE"
"family:Muraenidae","modality:Chemoreception","HAS_SENSE"
"family:Muraenidae","modality:Mechanoreception","HAS_SENSE"
"family:Soleidae","order:Unspecified (Flatfishes)","MEMBER_OF"
"family:Soleidae","modality:Photoreception","HAS_SENSE"
"family:Soleidae","modality:Mechanoreception","HAS_SENSE"
"family:Soleidae","modality:Chemoreception","HAS_SENSE"
"family:Pyralidae","order:Lepidoptera","MEMBER_OF"
"family:Pyralidae","modality:Photoreception","HAS_SENSE"
"family:Pyralidae","modality:Chemoreception","HAS_SENSE"
"family:Pyralidae","modality:Mechanoreception","HAS_SENSE"
"family:Halocyprididae","order:Halocyprida","MEMBER_OF"
"family:Halocyprididae","modality:Chemoreception","HAS_SENSE"
"family:Halocyprididae","modality:Photoreception","HAS_SENSE"
"family:Schistosomatidae","order:Not Available","MEMBER_OF"
"family:Schistosomatidae","modality:Chemoreception","HAS_SENSE"
"family:Schistosomatidae","modality:Mechanoreception","HAS_SENSE"
"family:Stomiidae","order:Unknown","MEMBER_OF"
"family:Stomiidae","modality:Photoreception","HAS_SENSE"
"family:Stomiidae","modality:Mechanoreception","HAS_SENSE"
